Cn8Code,Cn8LongDescription,EU / NON EU,Continent,Country,PortName,Value (£),Net Mass (Kg),Supp Unit,Flow Type,Year,Month
02031959,"Fresh or chilled meat of domestic swine, with bone in (excl. carcases and half-carcases, hams, shoulders and cuts thereof, and fore-ends, loins, bellies and cuts thereof)",EU,European Union,Netherlands,Not Collected,244923.0,243809.0,0.0,EU Imports,2015,December
02031959,"Fresh or chilled meat of domestic swine, with bone in (excl. carcases and half-carcases, hams, shoulders and cuts thereof, and fore-ends, loins, bellies and cuts thereof)",EU,European Union,Germany,Not Collected,803452.0,484208.0,0.0,EU Imports,2015,December
02031959,"Fresh or chilled meat of domestic swine, with bone in (excl. carcases and half-carcases, hams, shoulders and cuts thereof, and fore-ends, loins, bellies and cuts thereof)",EU,European Union,Italy,Not Collected,244287.0,139271.0,0.0,EU Imports,2015,December
02031959,"Fresh or chilled meat of domestic swine, with bone in (excl. carcases and half-carcases, hams, shoulders and cuts thereof, and fore-ends, loins, bellies and cuts thereof)",EU,European Union,Ireland,Not Collected,136593.0,66261.0,0.0,EU Imports,2015,December
02031959,"Fresh or chilled meat of domestic swine, with bone in (excl. carcases and half-carcases, hams, shoulders and cuts thereof, and fore-ends, loins, bellies and cuts thereof)",EU,European Union,Denmark,Not Collected,464711.0,342545.0,0.0,EU Imports,2015,December
02031959,"Fresh or chilled meat of domestic swine, with bone in (excl. carcases and half-carcases, hams, shoulders and cuts thereof, and fore-ends, loins, bellies and cuts thereof)",EU,European Union,Portugal,Not Collected,93149.0,93503.0,0.0,EU Imports,2015,December
02031959,"Fresh or chilled meat of domestic swine, with bone in (excl. carcases and half-carcases, hams, shoulders and cuts thereof, and fore-ends, loins, bellies and cuts thereof)",EU,European Union,Spain,Not Collected,113024.0,69992.0,0.0,EU Imports,2015,December
02031959,"Fresh or chilled meat of domestic swine, with bone in (excl. carcases and half-carcases, hams, shoulders and cuts thereof, and fore-ends, loins, bellies and cuts thereof)",EU,European Union,Belgium,Not Collected,15748.0,9245.0,0.0,EU Imports,2015,December
02031959,"Fresh or chilled meat of domestic swine, with bone in (excl. carcases and half-carcases, hams, shoulders and cuts thereof, and fore-ends, loins, bellies and cuts thereof)",EU,European Union,Poland,Not Collected,66523.0,35809.0,0.0,EU Imports,2015,December
02031990,"Fresh or chilled meat of non-domestic swine (excl. carcases and half-carcases, hams, shoulders and cuts thereof, with bone in)",EU,European Union,France,Not Collected,1368.0,343.0,0.0,EU Imports,2015,December
02031990,"Fresh or chilled meat of non-domestic swine (excl. carcases and half-carcases, hams, shoulders and cuts thereof, with bone in)",EU,European Union,Netherlands,Not Collected,14326.0,34110.0,0.0,EU Imports,2015,December
